instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
1600,2011-03-12,1,0,3,3,0,6,0,1,0.24,0.2273,0.65,0.2537,7
1601,2011-03-12,1,0,3,4,0,6,0,1,0.24,0.2273,0.65,0.2537,1
1602,2011-03-12,1,0,3,5,0,6,0,1,0.22,0.2273,0.69,0.19399999999999998,2
1603,2011-03-12,1,0,3,6,0,6,0,1,0.22,0.2121,0.75,0.2537,4
1604,2011-03-12,1,0,3,7,0,6,0,1,0.24,0.2273,0.7,0.19399999999999998,23
1605,2011-03-12,1,0,3,8,0,6,0,1,0.26,0.2576,0.65,0.1642,53
1606,2011-03-12,1,0,3,9,0,6,0,1,0.28,0.2879,0.65,0.1045,101
1607,2011-03-12,1,0,3,10,0,6,0,1,0.32,0.303,0.66,0.2239,99
1608,2011-03-12,1,0,3,11,0,6,0,1,0.34,0.303,0.49,0.3284,119
1609,2011-03-12,1,0,3,12,0,6,0,1,0.34,0.3182,0.53,0.2836,158
1610,2011-03-12,1,0,3,13,0,6,0,1,0.36,0.3333,0.51,0.3582,157
1611,2011-03-12,1,0,3,14,0,6,0,1,0.4,0.4091,0.5,0.4478,166
1612,2011-03-12,1,0,3,15,0,6,0,1,0.42,0.4242,0.44,0.4925,182
1613,2011-03-12,1,0,3,16,0,6,0,1,0.46,0.4545,0.41,0.4478,244
1614,2011-03-12,1,0,3,17,0,6,0,1,0.46,0.4545,0.44,0.3284,213
1615,2011-03-12,1,0,3,18,0,6,0,1,0.42,0.4242,0.54,0.1642,145
1616,2011-03-12,1,0,3,19,0,6,0,1,0.42,0.4242,0.54,0.0896,112
1617,2011-03-12,1,0,3,20,0,6,0,1,0.4,0.4091,0.58,0.1045,86
1618,2011-03-12,1,0,3,21,0,6,0,1,0.38,0.3939,0.62,0.0,82
1619,2011-03-12,1,0,3,22,0,6,0,1,0.36,0.3788,0.71,0.0,63
1620,2011-03-12,1,0,3,23,0,6,0,1,0.38,0.3939,0.66,0.0896,49
1621,2011-03-13,1,0,3,0,0,0,0,1,0.38,0.3939,0.62,0.1045,38
1622,2011-03-13,1,0,3,1,0,0,0,1,0.36,0.3485,0.66,0.1343,33
1623,2011-03-13,1,0,3,3,0,0,0,1,0.34,0.3333,0.76,0.1343,23
1624,2011-03-13,1,0,3,4,0,0,0,1,0.34,0.3333,0.66,0.1642,13
1625,2011-03-13,1,0,3,5,0,0,0,1,0.36,0.3485,0.62,0.1343,3
1626,2011-03-13,1,0,3,6,0,0,0,1,0.34,0.3636,0.66,0.0,2
1627,2011-03-13,1,0,3,7,0,0,0,1,0.36,0.3485,0.62,0.19399999999999998,10
1628,2011-03-13,1,0,3,8,0,0,0,1,0.4,0.4091,0.5,0.2985,34
1629,2011-03-13,1,0,3,9,0,0,0,1,0.4,0.4091,0.5,0.4179,44
1630,2011-03-13,1,0,3,10,0,0,0,1,0.42,0.4242,0.47,0.2537,122
1631,2011-03-13,1,0,3,11,0,0,0,1,0.44,0.4394,0.41,0.4179,181
1632,2011-03-13,1,0,3,12,0,0,0,1,0.46,0.4545,0.38,0.3881,194
1633,2011-03-13,1,0,3,13,0,0,0,1,0.46,0.4545,0.38,0.3881,221
1634,2011-03-13,1,0,3,14,0,0,0,1,0.46,0.4545,0.41,0.2985,250
1635,2011-03-13,1,0,3,15,0,0,0,1,0.48,0.4697,0.39,0.3284,304
1636,2011-03-13,1,0,3,16,0,0,0,1,0.46,0.4545,0.41,0.3881,256
1637,2011-03-13,1,0,3,17,0,0,0,1,0.44,0.4394,0.41,0.3582,241
1638,2011-03-13,1,0,3,18,0,0,0,1,0.4,0.4091,0.43,0.3582,147
1639,2011-03-13,1,0,3,19,0,0,0,1,0.36,0.3333,0.5,0.3582,101
1640,2011-03-13,1,0,3,20,0,0,0,1,0.32,0.303,0.57,0.2985,77
1641,2011-03-13,1,0,3,21,0,0,0,1,0.3,0.2879,0.56,0.2537,58
1642,2011-03-13,1,0,3,22,0,0,0,1,0.3,0.2727,0.56,0.3284,37
1643,2011-03-13,1,0,3,23,0,0,0,1,0.26,0.2576,0.65,0.2239,28
1644,2011-03-14,1,0,3,0,0,1,1,1,0.26,0.2727,0.65,0.1045,11
1645,2011-03-14,1,0,3,1,0,1,1,1,0.26,0.2879,0.65,0.0896,1
1646,2011-03-14,1,0,3,2,0,1,1,1,0.26,0.2879,0.65,0.0896,1
1647,2011-03-14,1,0,3,3,0,1,1,1,0.26,0.2727,0.65,0.1343,3
1648,2011-03-14,1,0,3,5,0,1,1,1,0.24,0.2424,0.7,0.1343,8
1649,2011-03-14,1,0,3,6,0,1,1,1,0.26,0.2727,0.65,0.1343,28
1650,2011-03-14,1,0,3,7,0,1,1,2,0.28,0.3182,0.61,0.0,88
1651,2011-03-14,1,0,3,8,0,1,1,2,0.3,0.303,0.56,0.1343,241
1652,2011-03-14,1,0,3,9,0,1,1,1,0.32,0.303,0.53,0.3284,140
1653,2011-03-14,1,0,3,10,0,1,1,1,0.34,0.3182,0.42,0.2537,84
1654,2011-03-14,1,0,3,11,0,1,1,1,0.36,0.3333,0.4,0.2537,71
1655,2011-03-14,1,0,3,12,0,1,1,1,0.38,0.3939,0.37,0.0,94
1656,2011-03-14,1,0,3,13,0,1,1,1,0.38,0.3939,0.36,0.3284,75
1657,2011-03-14,1,0,3,14,0,1,1,2,0.38,0.3939,0.34,0.0,79
1658,2011-03-14,1,0,3,15,0,1,1,1,0.38,0.3939,0.37,0.1642,101
1659,2011-03-14,1,0,3,16,0,1,1,1,0.4,0.4091,0.35,0.1045,107
1660,2011-03-14,1,0,3,17,0,1,1,1,0.38,0.3939,0.4,0.19399999999999998,271
1661,2011-03-14,1,0,3,18,0,1,1,1,0.36,0.3636,0.4,0.1045,235
1662,2011-03-14,1,0,3,19,0,1,1,1,0.36,0.3485,0.43,0.1343,150
1663,2011-03-14,1,0,3,20,0,1,1,1,0.34,0.3182,0.46,0.2239,129
1664,2011-03-14,1,0,3,21,0,1,1,1,0.34,0.3333,0.46,0.1343,63
1665,2011-03-14,1,0,3,22,0,1,1,1,0.32,0.3333,0.49,0.1045,47
1666,2011-03-14,1,0,3,23,0,1,1,1,0.32,0.3485,0.53,0.0,19
1667,2011-03-15,1,0,3,0,0,2,1,1,0.32,0.3485,0.53,0.0,14
1668,2011-03-15,1,0,3,1,0,2,1,1,0.3,0.303,0.62,0.0896,10
1669,2011-03-15,1,0,3,2,0,2,1,1,0.3,0.303,0.62,0.0896,3
1670,2011-03-15,1,0,3,4,0,2,1,1,0.24,0.2576,0.75,0.0896,2
1671,2011-03-15,1,0,3,5,0,2,1,1,0.24,0.2273,0.75,0.19399999999999998,11
1672,2011-03-15,1,0,3,6,0,2,1,1,0.22,0.2273,0.8,0.19399999999999998,35
1673,2011-03-15,1,0,3,7,0,2,1,1,0.24,0.2424,0.75,0.1642,119
1674,2011-03-15,1,0,3,8,0,2,1,1,0.26,0.2879,0.7,0.0896,282
1675,2011-03-15,1,0,3,9,0,2,1,2,0.3,0.3333,0.7,0.0,157
1676,2011-03-15,1,0,3,10,0,2,1,2,0.32,0.3182,0.66,0.19399999999999998,78
1677,2011-03-15,1,0,3,11,0,2,1,2,0.34,0.3182,0.57,0.2239,78
1678,2011-03-15,1,0,3,12,0,2,1,2,0.36,0.3485,0.5,0.2239,102
1679,2011-03-15,1,0,3,13,0,2,1,2,0.36,0.3333,0.57,0.2836,97
1680,2011-03-15,1,0,3,14,0,2,1,2,0.38,0.3939,0.46,0.2985,88
1681,2011-03-15,1,0,3,15,0,2,1,2,0.38,0.3939,0.43,0.2836,90
1682,2011-03-15,1,0,3,16,0,2,1,2,0.38,0.3939,0.46,0.3284,114
1683,2011-03-15,1,0,3,17,0,2,1,2,0.36,0.3485,0.62,0.19399999999999998,217
1684,2011-03-15,1,0,3,18,0,2,1,2,0.36,0.3333,0.62,0.2985,225
1685,2011-03-15,1,0,3,19,0,2,1,2,0.34,0.3182,0.71,0.2836,152
1686,2011-03-15,1,0,3,20,0,2,1,2,0.34,0.3182,0.71,0.2836,88
1687,2011-03-15,1,0,3,21,0,2,1,3,0.32,0.3333,0.81,0.1045,55
1688,2011-03-15,1,0,3,22,0,2,1,2,0.32,0.3182,0.87,0.1642,21
1689,2011-03-15,1,0,3,23,0,2,1,2,0.32,0.3182,0.87,0.1642,18
1690,2011-03-16,1,0,3,0,0,3,1,3,0.3,0.2879,0.93,0.2537,8
1691,2011-03-16,1,0,3,1,0,3,1,3,0.3,0.2727,1.0,0.2985,3
1692,2011-03-16,1,0,3,3,0,3,1,2,0.28,0.2727,1.0,0.2239,3
1693,2011-03-16,1,0,3,4,0,3,1,2,0.3,0.303,0.93,0.1642,1
1694,2011-03-16,1,0,3,5,0,3,1,2,0.3,0.3182,0.93,0.1045,3
1695,2011-03-16,1,0,3,6,0,3,1,2,0.3,0.3182,0.93,0.1045,31
1696,2011-03-16,1,0,3,7,0,3,1,2,0.3,0.2879,0.93,0.19399999999999998,111
1697,2011-03-16,1,0,3,8,0,3,1,2,0.32,0.3182,0.93,0.0,253
1698,2011-03-16,1,0,3,9,0,3,1,2,0.32,0.3333,0.93,0.1343,154
1699,2011-03-16,1,0,3,10,0,3,1,2,0.36,0.3485,0.81,0.1642,68
1700,2011-03-16,1,0,3,11,0,3,1,2,0.36,0.3485,0.81,0.1343,75
1701,2011-03-16,1,0,3,12,0,3,1,2,0.4,0.4091,0.71,0.1045,88
1702,2011-03-16,1,0,3,13,0,3,1,2,0.4,0.4091,0.76,0.1343,99
1703,2011-03-16,1,0,3,14,0,3,1,2,0.4,0.4091,0.76,0.2239,100
1704,2011-03-16,1,0,3,15,0,3,1,2,0.4,0.4091,0.76,0.2537,101
1705,2011-03-16,1,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.1642,151
1706,2011-03-16,1,0,3,17,0,3,1,2,0.44,0.4394,0.54,0.2985,253
1707,2011-03-16,1,0,3,18,0,3,1,2,0.44,0.4394,0.54,0.2239,237
1708,2011-03-16,1,0,3,19,0,3,1,2,0.44,0.4394,0.51,0.3284,168
1709,2011-03-16,1,0,3,20,0,3,1,2,0.42,0.4242,0.54,0.2985,121
1710,2011-03-16,1,0,3,21,0,3,1,2,0.42,0.4242,0.58,0.2836,78
1711,2011-03-16,1,0,3,22,0,3,1,2,0.4,0.4091,0.62,0.3881,59
1712,2011-03-16,1,0,3,23,0,3,1,1,0.4,0.4091,0.65,0.19399999999999998,27
1713,2011-03-17,1,0,3,0,0,4,1,1,0.38,0.3939,0.66,0.2537,23
1714,2011-03-17,1,0,3,1,0,4,1,1,0.36,0.3485,0.71,0.2239,12
1715,2011-03-17,1,0,3,2,0,4,1,1,0.34,0.303,0.71,0.2985,8
1716,2011-03-17,1,0,3,3,0,4,1,1,0.34,0.3333,0.66,0.1642,2
1717,2011-03-17,1,0,3,4,0,4,1,1,0.34,0.3333,0.71,0.19399999999999998,3
1718,2011-03-17,1,0,3,5,0,4,1,1,0.32,0.3333,0.76,0.1045,13
1719,2011-03-17,1,0,3,6,0,4,1,1,0.32,0.3182,0.76,0.19399999999999998,51
1720,2011-03-17,1,0,3,7,0,4,1,1,0.32,0.3333,0.76,0.1343,140
1721,2011-03-17,1,0,3,8,0,4,1,1,0.36,0.3485,0.66,0.1343,299
1722,2011-03-17,1,0,3,9,0,4,1,1,0.4,0.4091,0.62,0.2537,185
1723,2011-03-17,1,0,3,10,0,4,1,1,0.44,0.4394,0.54,0.3284,78
1724,2011-03-17,1,0,3,11,0,4,1,1,0.44,0.4394,0.54,0.2836,86
1725,2011-03-17,1,0,3,12,0,4,1,1,0.5,0.4848,0.45,0.2239,105
1726,2011-03-17,1,0,3,13,0,4,1,2,0.52,0.5,0.42,0.0896,111
1727,2011-03-17,1,0,3,14,0,4,1,1,0.5,0.4848,0.45,0.1045,119
1728,2011-03-17,1,0,3,15,0,4,1,1,0.52,0.5,0.42,0.2537,125
1729,2011-03-17,1,0,3,16,0,4,1,1,0.5,0.4848,0.48,0.2836,142
1730,2011-03-17,1,0,3,17,0,4,1,1,0.5,0.4848,0.42,0.19399999999999998,313
1731,2011-03-17,1,0,3,18,0,4,1,2,0.46,0.4545,0.59,0.1642,310
1732,2011-03-17,1,0,3,19,0,4,1,1,0.44,0.4394,0.58,0.19399999999999998,207
1733,2011-03-17,1,0,3,20,0,4,1,1,0.42,0.4242,0.67,0.2239,137
1734,2011-03-17,1,0,3,21,0,4,1,1,0.42,0.4242,0.62,0.2239,138
1735,2011-03-17,1,0,3,22,0,4,1,1,0.4,0.4091,0.66,0.2239,87
1736,2011-03-17,1,0,3,23,0,4,1,1,0.42,0.4242,0.62,0.2836,50
1737,2011-03-18,1,0,3,0,0,5,1,1,0.42,0.4242,0.58,0.2836,29
1738,2011-03-18,1,0,3,1,0,5,1,1,0.4,0.4091,0.62,0.2537,16
1739,2011-03-18,1,0,3,2,0,5,1,1,0.4,0.4091,0.62,0.19399999999999998,14
1740,2011-03-18,1,0,3,3,0,5,1,1,0.36,0.3485,0.71,0.19399999999999998,5
1741,2011-03-18,1,0,3,5,0,5,1,1,0.38,0.3939,0.66,0.1642,10
1742,2011-03-18,1,0,3,6,0,5,1,1,0.4,0.4091,0.66,0.19399999999999998,36
1743,2011-03-18,1,0,3,7,0,5,1,1,0.4,0.4091,0.66,0.19399999999999998,123
1744,2011-03-18,1,0,3,8,0,5,1,1,0.42,0.4242,0.67,0.2537,280
1745,2011-03-18,1,0,3,9,0,5,1,1,0.46,0.4545,0.63,0.2239,210
1746,2011-03-18,1,0,3,10,0,5,1,1,0.52,0.5,0.53,0.2836,117
1747,2011-03-18,1,0,3,11,0,5,1,1,0.54,0.5152,0.52,0.2836,159
1748,2011-03-18,1,0,3,12,0,5,1,2,0.56,0.5303,0.49,0.3582,195
1749,2011-03-18,1,0,3,13,0,5,1,1,0.64,0.6212,0.41,0.2836,175
1750,2011-03-18,1,0,3,14,0,5,1,1,0.66,0.6212,0.39,0.2537,174
1751,2011-03-18,1,0,3,15,0,5,1,2,0.68,0.6364,0.39,0.3582,173
1752,2011-03-18,1,0,3,16,0,5,1,1,0.68,0.6364,0.39,0.2836,204
1753,2011-03-18,1,0,3,17,0,5,1,1,0.7,0.6364,0.37,0.3284,332
1754,2011-03-18,1,0,3,18,0,5,1,1,0.68,0.6364,0.39,0.1642,331
1755,2011-03-18,1,0,3,19,0,5,1,1,0.66,0.6212,0.44,0.1343,190
1756,2011-03-18,1,0,3,20,0,5,1,1,0.62,0.6212,0.46,0.1343,149
1757,2011-03-18,1,0,3,21,0,5,1,1,0.62,0.6212,0.46,0.1045,113
1758,2011-03-18,1,0,3,22,0,5,1,1,0.62,0.6212,0.5,0.1642,118
1759,2011-03-18,1,0,3,23,0,5,1,2,0.6,0.6212,0.53,0.2239,86
1760,2011-03-19,1,0,3,0,0,6,0,2,0.6,0.6212,0.53,0.2537,76
1761,2011-03-19,1,0,3,1,0,6,0,2,0.58,0.5455,0.46,0.3582,51
1762,2011-03-19,1,0,3,2,0,6,0,2,0.56,0.5303,0.43,0.2239,25
1763,2011-03-19,1,0,3,3,0,6,0,2,0.54,0.5152,0.39,0.3284,8
1764,2011-03-19,1,0,3,4,0,6,0,1,0.52,0.5,0.34,0.4179,3
1765,2011-03-19,1,0,3,5,0,6,0,1,0.52,0.5,0.34,0.4179,2
1766,2011-03-19,1,0,3,6,0,6,0,1,0.44,0.4394,0.44,0.4179,10
1767,2011-03-19,1,0,3,7,0,6,0,1,0.4,0.4091,0.5,0.3284,13
1768,2011-03-19,1,0,3,8,0,6,0,1,0.42,0.4242,0.47,0.4925,48
1769,2011-03-19,1,0,3,9,0,6,0,1,0.42,0.4242,0.44,0.4627,76
1770,2011-03-19,1,0,3,10,0,6,0,1,0.44,0.4394,0.38,0.4179,140
1771,2011-03-19,1,0,3,11,0,6,0,1,0.46,0.4545,0.36,0.4478,196
1772,2011-03-19,1,0,3,12,0,6,0,1,0.46,0.4545,0.33,0.4179,267
1773,2011-03-19,1,0,3,13,0,6,0,1,0.5,0.4848,0.34,0.4627,301
1774,2011-03-19,1,0,3,14,0,6,0,1,0.5,0.4848,0.31,0.4925,312
1775,2011-03-19,1,0,3,15,0,6,0,1,0.5,0.4848,0.29,0.4179,313
1776,2011-03-19,1,0,3,16,0,6,0,1,0.5,0.4848,0.31,0.3881,304
1777,2011-03-19,1,0,3,17,0,6,0,1,0.48,0.4697,0.31,0.3284,278
1778,2011-03-19,1,0,3,18,0,6,0,1,0.46,0.4545,0.31,0.3284,217
1779,2011-03-19,1,0,3,19,0,6,0,1,0.44,0.4394,0.33,0.2836,154
1780,2011-03-19,1,0,3,20,0,6,0,1,0.42,0.4242,0.35,0.2239,108
1781,2011-03-19,1,0,3,21,0,6,0,1,0.4,0.4091,0.37,0.2985,93
1782,2011-03-19,1,0,3,22,0,6,0,1,0.4,0.4091,0.37,0.3284,72
1783,2011-03-19,1,0,3,23,0,6,0,1,0.38,0.3939,0.4,0.2985,50
1784,2011-03-20,1,0,3,0,0,0,0,1,0.34,0.303,0.49,0.4179,40
1785,2011-03-20,1,0,3,1,0,0,0,1,0.32,0.2879,0.53,0.3582,24
1786,2011-03-20,1,0,3,2,0,0,0,1,0.3,0.2879,0.52,0.2836,30
1787,2011-03-20,1,0,3,3,0,0,0,1,0.28,0.2727,0.56,0.2537,12
1788,2011-03-20,1,0,3,4,0,0,0,1,0.26,0.2576,0.56,0.2239,3
1789,2011-03-20,1,0,3,5,0,0,0,1,0.26,0.2576,0.6,0.19399999999999998,9
1790,2011-03-20,1,0,3,6,0,0,0,1,0.26,0.2576,0.6,0.2239,4
1791,2011-03-20,1,0,3,7,0,0,0,1,0.24,0.2273,0.6,0.2239,14
1792,2011-03-20,1,0,3,8,0,0,0,1,0.28,0.2727,0.56,0.1642,37
1793,2011-03-20,1,0,3,9,0,0,0,1,0.3,0.303,0.52,0.1343,78
1794,2011-03-20,1,0,3,10,0,0,0,2,0.32,0.3485,0.45,0.0,136
1795,2011-03-20,1,0,3,11,0,0,0,1,0.34,0.3485,0.39,0.1045,203
1796,2011-03-20,1,0,3,12,0,0,0,1,0.36,0.3636,0.4,0.1045,228
1797,2011-03-20,1,0,3,13,0,0,0,1,0.38,0.3939,0.34,0.0,203
1798,2011-03-20,1,0,3,14,0,0,0,1,0.4,0.4091,0.3,0.0,279
1799,2011-03-20,1,0,3,15,0,0,0,1,0.4,0.4091,0.32,0.0896,308
1800,2011-03-20,1,0,3,16,0,0,0,1,0.42,0.4242,0.32,0.0,224
1801,2011-03-20,1,0,3,17,0,0,0,1,0.4,0.4091,0.35,0.2836,226
1802,2011-03-20,1,0,3,18,0,0,0,1,0.38,0.3939,0.4,0.3582,156
1803,2011-03-20,1,0,3,19,0,0,0,1,0.36,0.3333,0.43,0.2836,79
1804,2011-03-20,1,0,3,20,0,0,0,1,0.36,0.3333,0.46,0.2836,67
1805,2011-03-20,1,0,3,21,0,0,0,2,0.34,0.3182,0.53,0.2836,49
1806,2011-03-20,1,0,3,22,0,0,0,2,0.34,0.303,0.53,0.3284,38
1807,2011-03-20,1,0,3,23,0,0,0,3,0.34,0.303,0.61,0.3881,24
1808,2011-03-21,2,0,3,0,0,1,1,3,0.34,0.303,0.66,0.3881,13
1809,2011-03-21,2,0,3,1,0,1,1,2,0.34,0.303,0.71,0.3881,7
1810,2011-03-21,2,0,3,2,0,1,1,2,0.34,0.303,0.71,0.3284,6
1811,2011-03-21,2,0,3,3,0,1,1,2,0.34,0.303,0.71,0.3284,1
1812,2011-03-21,2,0,3,5,0,1,1,1,0.32,0.303,0.81,0.2985,2
1813,2011-03-21,2,0,3,6,0,1,1,3,0.32,0.303,0.76,0.2537,32
1814,2011-03-21,2,0,3,7,0,1,1,3,0.3,0.2727,0.87,0.4179,18
1815,2011-03-21,2,0,3,8,0,1,1,2,0.3,0.2727,0.87,0.4179,98
1816,2011-03-21,2,0,3,9,0,1,1,2,0.34,0.303,0.81,0.3284,127
1817,2011-03-21,2,0,3,10,0,1,1,2,0.38,0.3939,0.76,0.3881,62
1818,2011-03-21,2,0,3,11,0,1,1,2,0.42,0.4242,0.71,0.2985,79
1819,2011-03-21,2,0,3,12,0,1,1,2,0.44,0.4394,0.77,0.2537,81
1820,2011-03-21,2,0,3,13,0,1,1,2,0.5,0.4848,0.63,0.2239,112
1821,2011-03-21,2,0,3,14,0,1,1,2,0.54,0.5152,0.64,0.2239,101
1822,2011-03-21,2,0,3,15,0,1,1,2,0.56,0.5303,0.6,0.2239,107
1823,2011-03-21,2,0,3,16,0,1,1,2,0.54,0.5152,0.64,0.2836,141
1824,2011-03-21,2,0,3,17,0,1,1,2,0.54,0.5152,0.64,0.2537,272
1825,2011-03-21,2,0,3,18,0,1,1,2,0.52,0.5,0.72,0.2239,276
1826,2011-03-21,2,0,3,19,0,1,1,1,0.58,0.5455,0.6,0.4179,221
1827,2011-03-21,2,0,3,20,0,1,1,1,0.56,0.5303,0.64,0.19399999999999998,122
1828,2011-03-21,2,0,3,21,0,1,1,1,0.46,0.4545,0.94,0.19399999999999998,91
1829,2011-03-21,2,0,3,22,0,1,1,1,0.46,0.4545,0.88,0.2239,78
1830,2011-03-21,2,0,3,23,0,1,1,1,0.46,0.4545,0.88,0.0896,30
1831,2011-03-22,2,0,3,0,0,2,1,1,0.46,0.4545,0.88,0.19399999999999998,11
1832,2011-03-22,2,0,3,1,0,2,1,1,0.42,0.4242,1.0,0.1343,19
1833,2011-03-22,2,0,3,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1
1834,2011-03-22,2,0,3,3,0,2,1,1,0.44,0.4394,0.82,0.2239,5
1835,2011-03-22,2,0,3,4,0,2,1,2,0.42,0.4242,0.82,0.1642,1
1836,2011-03-22,2,0,3,5,0,2,1,2,0.4,0.4091,0.87,0.1343,12
1837,2011-03-22,2,0,3,6,0,2,1,1,0.4,0.4091,0.87,0.2537,60
1838,2011-03-22,2,0,3,7,0,2,1,2,0.4,0.4091,0.76,0.1045,136
1839,2011-03-22,2,0,3,8,0,2,1,2,0.4,0.4091,0.58,0.2985,336
1840,2011-03-22,2,0,3,9,0,2,1,2,0.4,0.4091,0.58,0.4627,178
1841,2011-03-22,2,0,3,10,0,2,1,2,0.44,0.4394,0.54,0.2985,124
1842,2011-03-22,2,0,3,11,0,2,1,1,0.44,0.4394,0.51,0.3284,86
1843,2011-03-22,2,0,3,12,0,2,1,1,0.46,0.4545,0.47,0.2537,121
1844,2011-03-22,2,0,3,13,0,2,1,1,0.5,0.4848,0.45,0.2239,106
1845,2011-03-22,2,0,3,14,0,2,1,1,0.5,0.4848,0.42,0.3284,101
1846,2011-03-22,2,0,3,15,0,2,1,1,0.5,0.4848,0.42,0.2239,134
1847,2011-03-22,2,0,3,16,0,2,1,1,0.5,0.4848,0.42,0.1045,165
1848,2011-03-22,2,0,3,17,0,2,1,1,0.5,0.4848,0.42,0.1045,307
1849,2011-03-22,2,0,3,18,0,2,1,1,0.48,0.4697,0.44,0.0896,312
1850,2011-03-22,2,0,3,19,0,2,1,2,0.44,0.4394,0.54,0.2537,164
1851,2011-03-22,2,0,3,20,0,2,1,2,0.44,0.4394,0.54,0.3582,135
1852,2011-03-22,2,0,3,21,0,2,1,2,0.42,0.4242,0.54,0.2836,87
1853,2011-03-22,2,0,3,22,0,2,1,2,0.4,0.4091,0.58,0.2537,70
1854,2011-03-22,2,0,3,23,0,2,1,2,0.4,0.4091,0.58,0.2537,32
1855,2011-03-23,2,0,3,0,0,3,1,3,0.36,0.3485,0.71,0.2239,11
1856,2011-03-23,2,0,3,1,0,3,1,3,0.34,0.3182,0.76,0.2239,7
1857,2011-03-23,2,0,3,2,0,3,1,3,0.34,0.3182,0.76,0.2239,2
1858,2011-03-23,2,0,3,3,0,3,1,2,0.34,0.3182,0.76,0.2537,3
1859,2011-03-23,2,0,3,5,0,3,1,3,0.32,0.3182,0.87,0.19399999999999998,10
1860,2011-03-23,2,0,3,6,0,3,1,2,0.34,0.3182,0.87,0.2537,44
1861,2011-03-23,2,0,3,7,0,3,1,2,0.32,0.303,0.93,0.2239,118
1862,2011-03-23,2,0,3,8,0,3,1,2,0.32,0.3182,0.87,0.19399999999999998,261
1863,2011-03-23,2,0,3,9,0,3,1,2,0.32,0.303,0.81,0.2537,182
1864,2011-03-23,2,0,3,10,0,3,1,2,0.34,0.3182,0.81,0.2836,75
1865,2011-03-23,2,0,3,11,0,3,1,2,0.34,0.3333,0.87,0.19399999999999998,71
1866,2011-03-23,2,0,3,12,0,3,1,2,0.34,0.3182,0.87,0.2239,87
1867,2011-03-23,2,0,3,13,0,3,1,3,0.34,0.3333,0.87,0.1343,108
1868,2011-03-23,2,0,3,14,0,3,1,2,0.36,0.3636,0.87,0.1045,84
1869,2011-03-23,2,0,3,15,0,3,1,2,0.38,0.3939,0.82,0.2239,85
1870,2011-03-23,2,0,3,16,0,3,1,2,0.4,0.4091,0.76,0.2239,136
1871,2011-03-23,2,0,3,17,0,3,1,2,0.4,0.4091,0.76,0.2239,273
1872,2011-03-23,2,0,3,18,0,3,1,3,0.38,0.3939,0.82,0.2537,238
1873,2011-03-23,2,0,3,19,0,3,1,3,0.38,0.3939,0.82,0.2537,159
1874,2011-03-23,2,0,3,20,0,3,1,3,0.36,0.303,0.87,0.6418,75
1875,2011-03-23,2,0,3,21,0,3,1,3,0.32,0.2879,1.0,0.4179,22
1876,2011-03-23,2,0,3,22,0,3,1,2,0.32,0.3182,0.93,0.1642,44
1877,2011-03-23,2,0,3,23,0,3,1,3,0.32,0.3333,0.9,0.0,26
1878,2011-03-24,2,0,3,0,0,4,1,2,0.32,0.303,0.93,0.2239,11
1879,2011-03-24,2,0,3,1,0,4,1,2,0.3,0.2879,1.0,0.2239,3
1880,2011-03-24,2,0,3,2,0,4,1,2,0.3,0.2879,1.0,0.2537,6
1881,2011-03-24,2,0,3,3,0,4,1,2,0.28,0.2727,1.0,0.19399999999999998,1
1882,2011-03-24,2,0,3,4,0,4,1,2,0.28,0.2727,1.0,0.19399999999999998,1
1883,2011-03-24,2,0,3,5,0,4,1,2,0.28,0.2727,0.93,0.2239,9
1884,2011-03-24,2,0,3,6,0,4,1,2,0.28,0.2727,0.93,0.2239,41
1885,2011-03-24,2,0,3,7,0,4,1,3,0.26,0.2576,1.0,0.2239,108
1886,2011-03-24,2,0,3,8,0,4,1,3,0.26,0.2273,1.0,0.2985,124
1887,2011-03-24,2,0,3,9,0,4,1,2,0.26,0.2576,0.93,0.2239,97
1888,2011-03-24,2,0,3,10,0,4,1,2,0.26,0.2273,0.93,0.3284,65
1889,2011-03-24,2,0,3,11,0,4,1,2,0.3,0.2727,0.81,0.2985,71
1890,2011-03-24,2,0,3,12,0,4,1,2,0.3,0.2727,0.7,0.3284,94
1891,2011-03-24,2,0,3,13,0,4,1,2,0.32,0.303,0.7,0.2239,101
1892,2011-03-24,2,0,3,14,0,4,1,2,0.3,0.303,0.7,0.1343,83
1893,2011-03-24,2,0,3,15,0,4,1,2,0.3,0.2879,0.7,0.2537,90
1894,2011-03-24,2,0,3,16,0,4,1,2,0.3,0.2879,0.65,0.2239,84
1895,2011-03-24,2,0,3,17,0,4,1,2,0.3,0.2879,0.7,0.2239,233
1896,2011-03-24,2,0,3,18,0,4,1,2,0.3,0.2727,0.61,0.2985,214
1897,2011-03-24,2,0,3,19,0,4,1,1,0.3,0.2727,0.56,0.3881,138
1898,2011-03-24,2,0,3,20,0,4,1,1,0.28,0.2576,0.61,0.2836,118
1899,2011-03-24,2,0,3,21,0,4,1,1,0.26,0.2576,0.65,0.2239,78
1900,2011-03-24,2,0,3,22,0,4,1,1,0.26,0.2576,0.65,0.1642,62
